239,8,0
428,9,0
428,11,0
428,17,0
3,7,0
375,2,0
375,31,1
3,1,0
55,8,1
55,4,0
1,0,0
1,0,0
1,11,0
1,1,0
479,12,1
1,3,0
41,0,0
41,0,0
479,2,0
1,0,0
479,3,1
390,1,0
1,1,0
1,1,0
479,7,0
134,11,0
479,0,0
1,3,0
479,9,0
239,54,0
479,11,0
479,3,0
479,8,1
928,7,0
928,5,0
928,7,0
479,2,0
67,0,0
491,6,1
479,1,0
1,2,0
479,5,0
239,16,1
134,29,1
20,13,1
501,12,0
46,0,0
479,12,0
375,16,0
479,6,0
450,0,0
1,3,0
55,133,1
11,2,0
134,8,0
11,4,1
109,16,1
75,2,1
928,15,1
75,1,0
512,3,0
75,6,1
181,3,0
479,9,0
479,1,0
11,3,0
75,0,0
479,8,0
479,0,0
479,4,0
75,1,1
75,22,1
928,9,0
928,7,0
479,2,0
75,4,0
1,3,0
479,1,0
75,7,1
134,21,0
375,4,0
479,15,0
75,0,0
479,6,0
528,18,1
75,11,1
479,11,1
75,8,0
75,5,0
479,6,0
531,27,1
531,4,1
531,15,1
928,139,1
181,10,0
479,9,1
1,27,0
479,11,1
479,8,0
479,1,0
535,6,1
479,7,0
225,0,0
46,5,0
1,5,0
1,20,0
3,3,0
239,5,0
145,0,0
479,4,0
479,0,0
479,1,0
75,3,0
2,28,0
296,53,1
479,10,0
1,8,0
479,5,0
75,9,1
75,17,1
479,4,0
75,0,0
75,4,0
75,5,0
554,8,1
75,10,1
134,32,1
75,10,0
181,2,0
390,4,0
479,3,0
1,4,0
479,3,0
75,1,0
554,15,0
75,11,1
367,13,0
1,10,0
367,3,0
479,33,0
367,11,0
1,11,0
296,8,0
564,11,0
367,10,1
479,3,0
569,2,0
1,5,0
479,15,0
580,0,0
582,0,0
517,2,0
517,3,0
579,0,0
579,1,0
579,2,0
584,1,0
583,4,0
1,6,0
479,6,1
75,1,0
586,13,0
479,5,0
75,2,0
479,15,0
75,25,0
479,6,0
479,9,0
546,4,0
467,15,0
2,10,0
554,4,0
367,5,0
390,12,0
75,0,0
577,4,0
367,5,1
309,6,1
1,1,0
591,5,0
390,0,0
374,1,0
591,0,0
75,10,0
374,4,0
75,10,0
602,10,0
367,8,0
497,6,0
20,2,0
602,1,0
390,1,0
607,18,0
610,56,1
546,4,0
591,30,1
20,56,1
1,14,1
55,3,0
55,172,1
374,4,0
616,10,0
296,15,0
374,17,0
618,8,0
479,0,0
535,6,0
512,0,0
479,2,0
512,1,0
512,1,0
20,11,1
2,32,1
512,0,0
629,4,0
546,2,0
631,2,0
192,29,1
512,7,0
577,5,1
512,3,0
577,0,0
479,1,0
1,44,1
642,1,0
467,27,0
374,4,0
479,1,0
656,2,0
479,13,0
656,2,0
635,47,1
656,0,0
1,14,0
657,0,0
657,0,0
491,33,1
2,6,0
479,0,0
577,2,0
55,9,1
309,4,0
2,27,0
242,0,0
222,28,0
481,3,0
3,7,0
683,16,1
683,22,0
512,5,0
512,0,0
512,1,0
435,0,0
692,0,0
689,0,0
1,23,1
690,0,0
690,0,0
692,5,1
691,8,1
693,8,0
134,48,1
635,33,1
367,13,1
701,20,1
706,5,0
308,45,1
134,14,0
390,1,0
225,1,0
83,9,1
83,6,0
721,9,0
717,51,1
2,0,0
717,39,1
512,0,0
390,1,0
467,1,0
554,3,0
396,3,0
87,4,0
288,10,1
239,12,0
686,2,0
737,14,0
607,15,0
367,11,1
390,0,0
747,1,0
375,27,0
748,0,0
749,0,0
750,0,0
743,0,0
746,0,0
745,0,0
744,0,0
591,2,0
586,26,1
753,2,0
756,7,1
756,5,0
759,8,0
374,25,0
479,7,0
479,0,0
683,22,1
479,15,0
1,38,1
367,18,0
367,48,0
583,2,0
374,26,0
750,3,0
928,17,0
928,4,0
928,13,0
607,5,1
769,1,0
428,11,0
607,4,0
181,22,0
791,8,0
793,4,0
793,6,0
794,0,0
781,11,0
781,20,0
12,12,0
479,1,0
479,11,1
134,21,1
801,19,1
479,4,1
802,13,0
506,4,0
12,5,0
546,1,0
793,8,0
134,4,0
367,59,1
506,9,0
181,4,0
367,47,1
769,7,1
691,2,0
546,0,0
267,18,1
822,20,1
656,2,0
795,50,0
828,1,1
656,6,0
793,6,0
87,11,1
586,20,0
717,8,0
37,3,0
834,4,1
834,4,1
834,0,0
813,32,1
844,6,1
134,4,0
848,1,0
309,1,0
779,2,0
3,31,1
850,31,0
610,1,0
848,11,1
850,27,0
851,25,1
852,0,0
852,1,0
793,18,1
367,11,0
713,2,0
854,4,0
848,13,0
586,14,0
854,10,0
848,0,0
374,25,1
857,2,0
288,15,1
854,5,0
867,17,1
479,5,0
367,13,1
870,3,0
367,20,0
828,27,1
788,0,0
875,60,1
800,45,1
788,4,0
793,8,0
815,5,0
479,0,0
428,14,0
616,10,0
800,21,0
848,4,0
428,19,0
884,19,0
793,11,0
848,6,0
888,24,0
888,20,0
848,0,0
55,1,0
309,3,0
895,6,0
848,3,0
870,2,1
270,11,0
55,10,0
265,6,0
64,3,0
902,1,0
367,11,0
181,1,0
854,26,0
2,7,0
55,2,0
834,1,0
872,19,0
55,8,0
55,7,0
55,40,1
795,9,0
3,10,0
55,13,0
888,106,1
834,2,0
479,4,1
788,2,0
854,17,1
920,22,1
923,2,0
914,12,1
920,17,0
659,26,1
920,8,1
683,25,0
793,9,0
795,26,0
428,9,0
872,42,0
850,0,0
374,12,0
850,6,0
367,21,0
860,14,0
940,5,0
951,0,0
949,6,0
956,0,0
956,1,0
940,2,0
962,10,1
713,4,0
851,8,0
928,7,0
55,5,0
55,9,0
967,1,0
860,6,0
872,18,1
870,6,0
506,10,0
854,14,1
659,6,1
2,10,0
428,11,0
467,13,0
467,4,1
467,19,0
967,3,0
860,54,1
870,2,0
918,7,0
918,8,1
55,21,1
983,4,1
928,11,0
848,10,1
55,12,0
1025,2,1
1027,54,0
390,4,0
929,1,0
1029,23,0
860,119,1
37,16,1
860,79,1
2,45,1
971,10,0
795,42,1
793,5,0
396,0,0
857,53,1
932,1,0
932,2,0
497,15,1
954,11,1
920,14,1
932,1,0
952,2,0
952,3,0
1056,4,0
1058,6,0
1032,40,0
367,5,0
860,9,0
181,6,0
1032,18,1
181,4,0
1069,16,0
1069,2,0
586,21,0
592,3,0
1051,7,0
1069,38,0
481,51,1
592,4,0
1077,19,1
872,119,1
954,14,0
396,11,0
591,8,0
1091,2,0
604,11,0
604,13,0
375,5,0
1098,0,0
1098,0,0
1098,0,0
396,13,0
744,0,0
744,0,0
1101,0,0
744,0,0
848,5,1
1102,0,0
1104,0,0
1104,7,0
396,1,0
396,5,0
396,3,0
55,15,0
1097,1,0
1111,1,0
1114,1,0
972,2,0
1111,11,1
860,165,1
691,2,0
134,21,0
1129,34,0
872,13,0
3,49,0
1134,1,0
954,4,0
791,0,0
791,15,0
1111,4,0
932,2,0
55,4,0
940,13,0
592,32,0
1144,2,0
481,39,1
360,11,0
270,14,1
360,9,0
360,2,0
1151,4,0
713,9,0
360,3,0
55,5,0
954,2,0
1151,1,0
1162,1,0
954,0,0
713,18,0
55,11,0
428,30,1
713,16,0
860,15,0
55,4,0
860,30,0
1111,16,0
506,8,0
3,23,1
872,46,1
1176,16,0
848,4,0
860,49,0
1131,27,1
1047,2,0
1168,1,0
55,6,0
1045,40,0
360,3,0
360,3,0
428,3,0
535,3,0
854,14,0
428,13,0
1111,0,0
1111,7,0
635,36,0
788,8,0
1045,10,0
1045,7,0
1199,1,0
55,1,0
1199,5,0
428,26,0
181,22,0
661,14,1
481,46,1
467,20,0
1032,10,0
1212,11,0
1212,8,0
711,5,0
1212,9,0
134,27,0
928,4,0
1218,23,1
447,6,0
610,14,0
428,10,0
1225,41,0
1225,8,1
928,45,1
1225,23,1
1154,3,0
1154,11,1
1122,2,0
203,11,1
428,21,1
1122,8,0
661,14,0
872,19,1
1243,0,0
1245,6,0
661,9,0
793,27,0
428,10,0
1244,9,0
1247,2,0
1252,9,1
1058,19,0
1257,6,0
1260,24,0
428,39,0
107,61,0
1,9,0
1266,0,0
1154,8,0
920,72,0
1188,8,0
1262,3,0
1270,2,0
1144,19,0
895,3,0
367,28,0
1097,0,0
1274,7,0
1226,2,0
793,19,0
928,7,0
1154,3,0
1297,5,0
1297,2,0
1290,24,1
309,24,1
1297,6,0
546,34,0
1270,0,0
1299,19,1
375,22,0
1266,120,0
691,2,0
1301,19,1
1238,5,0
1176,1,0
1,13,0
1305,4,0
1,43,0
1151,1,0
725,3,0
844,0,0
55,15,0
1151,0,0
569,4,0
1288,4,0
1,22,1
1314,5,0
571,2,0
1064,1,0
428,0,0
467,7,0
428,1,0
872,9,0
854,62,1
1219,2,0
134,6,1
802,0,0
928,19,0
467,9,1
1219,14,0
1219,13,0
571,10,0
1226,2,0
214,0,0
791,2,0
1326,0,0
1178,16,0
1314,1,0
1111,81,0
1113,4,0
920,65,0
1212,3,0
788,11,0
181,16,0
860,48,0
895,7,0
1329,33,0
1329,20,0
1329,31,0
1329,7,0
1329,6,0
1329,4,0
928,64,1
1352,8,0
1176,5,0
928,1,0
367,31,0
1299,0,0
1,16,0
447,7,0
854,18,0
1219,11,0
1365,4,0
1367,0,0
1352,18,1
1367,1,0
888,32,1
779,4,0
497,13,0
932,11,0
1151,0,0
309,2,0
603,18,0
134,28,1
1380,1,0
1382,23,0
1151,6,0
1324,22,0
55,15,0
1349,33,1
844,0,0
467,33,0
928,4,0
1352,137,0
546,7,0
1089,3,0
1352,141,1
1219,17,1
1235,6,0
1111,5,1
1111,4,0
55,47,1
920,14,0
1418,7,0
1326,8,0
1219,3,0
793,8,0
793,32,0
554,10,0
1397,1,0
1427,14,1
177,6,0
214,13,0
1219,7,0
1111,29,0
1423,40,0
181,87,0
1135,3,0
1181,7,0
1427,13,0
788,1,0
753,1,0
1220,23,1
1154,5,0
667,6,0
1423,6,0
428,30,0
1448,1,0
1352,13,0
1352,55,0
1202,8,0
498,2,0
1069,6,0
55,38,0
428,2,0
1454,8,0
37,9,0
952,38,0
1461,5,0
1109,3,0
554,7,0
1154,9,0
1352,16,0
1058,12,0
1425,7,0
1200,30,0
1404,7,0
181,17,0
1423,8,0
1164,6,0
1486,12,1
181,10,0
481,4,0
1492,54,1
603,3,0
1494,2,0
1154,11,0
1499,14,1
1352,34,1
928,1,0
1111,27,1
55,8,1
1512,1,0
854,49,0
788,4,0
1518,0,0
1151,0,0
181,10,0
3,15,1
1524,5,0
721,22,1
1219,1,0
635,97,1
367,24,1
1471,2,0
1541,1,0
949,2,0
954,8,0
367,9,1
1448,6,0
860,17,0
1551,0,0
1551,4,0
1454,19,0
1352,37,1
920,13,0
1476,1,0
181,2,0
954,12,0
447,9,0
1560,1,0
1314,1,0
1314,2,0
1176,13,0
729,22,1
1181,7,0
481,5,0
1565,3,0
189,29,0
908,61,1
1569,7,0
1194,6,0
2,22,0
1576,0,0
1200,41,0
1404,6,0
546,0,0
603,0,0
603,2,0
2,5,0
717,5,0
1219,0,0
1579,6,0
1471,4,0
1387,2,0
1598,5,0
721,13,0
55,183,1
954,11,0
954,63,1
610,12,0
367,15,0
1069,14,1
1151,7,0
1349,13,0
1423,12,0
1069,29,0
1608,0,0
1608,1,0
1608,1,0
1449,18,0
1620,2,0
1625,12,0
428,22,0
920,41,0
781,12,0
721,19,0
1633,2,0
109,22,1
721,20,1
721,7,0
1097,4,0
1579,5,0
1091,8,1
1097,4,1
1554,17,1
367,15,1
497,16,1
287,1,1
1151,3,0
717,6,0
1657,3,0
1415,21,1
1651,7,0
428,17,0
181,21,0
954,29,0
506,30,0
1213,52,0
1668,13,0
1188,6,0
244,7,0
1677,1,0
1680,6,0
2,12,0
1069,10,0
895,2,0
447,1,0
1200,67,1
1288,3,0
778,0,0
851,26,0
1693,27,0
1685,5,0
1685,23,0
1669,11,0
1669,1,0
396,4,0
367,23,0
1574,21,0
467,62,0
1097,0,0
1404,16,0
1445,6,0
721,10,0
1702,1,0
608,18,1
793,3,0
1579,0,0
1579,0,0
1499,5,0
1415,2,1
1218,25,1
1722,4,0
1693,21,0
1732,5,0
1693,22,1
954,160,1
1734,1,0
1735,3,0
1574,9,0
1735,15,1
1579,1,0
1735,8,1
1735,42,1
1126,30,0
1489,31,1
844,11,0
851,10,1
1722,7,0
1659,8,0
1735,17,0
1423,7,0
844,8,0
1219,17,0
1288,1,0
1592,2,1
851,6,0
1694,5,0
1154,4,0
848,2,0
1199,16,0
1213,50,0
1598,4,0
1716,39,0
851,14,0
1234,8,0
1763,11,0
1798,11,0
1800,3,0
1012,6,0
721,6,0
1288,4,0
791,18,0
1415,23,0
546,4,0
1659,27,0
83,10,1
497,44,1
1814,41,1
1804,93,0
396,13,1
1175,1,0
1815,15,0
1448,1,0
1032,1,0
898,0,0
1810,37,1
788,5,0
1415,14,0
1826,10,1
1288,1,0
1828,1,0
1058,34,0
1669,14,0
1838,2,0
1,3,0
1234,1,0
1843,8,0
788,87,1
1752,26,1
934,13,0
1110,3,0
189,11,0
1144,50,1
1853,0,0
1853,0,0
932,9,0
1858,2,0
1859,1,0
1702,82,1
1110,17,0
1858,9,0
721,26,0
1865,15,0
608,2,0
1689,4,0
1874,5,0
1855,12,0
428,4,0
1881,6,0
1659,25,0
1884,0,0
1887,0,0
1888,0,0
1404,6,0
1884,0,0
1887,0,0
855,3,0
1891,0,0
1669,0,0
1891,0,0
1288,39,0
1888,0,0
1887,1,0
1898,0,0
954,11,0
1887,0,0
928,5,0
932,13,0
497,17,0
1133,8,0
1896,0,0
1896,0,0
934,27,0
1916,19,0
1897,0,0
546,0,0
428,11,0
791,14,0
1916,7,0
1927,1,0
1931,0,0
1213,7,0
428,7,0
1213,12,0
20,11,1
1937,8,0
848,11,0
1932,25,0
608,4,0
1659,4,1
1188,8,0
1659,5,0
1803,2,0
1349,6,0
428,9,0
1747,5,0
1934,0,0
1887,0,0
934,2,0
1454,1,0
1957,4,1
396,3,1
721,32,1
635,31,0
1973,7,1
795,25,0
1382,13,0
1507,39,0
1969,4,1
1979,10,0
1791,1,0
1952,3,0
934,3,0
933,4,0
1952,2,0
1934,0,0
934,14,1
1791,0,0
506,8,0
1,8,1
713,3,0
1,23,1
1226,10,0
1194,13,1
1226,13,1
1390,16,0
1659,36,0
1111,34,1
2010,10,0
367,4,0
1579,10,0
1901,16,1
1423,4,0
2019,3,0
1702,31,1
713,3,0
1747,10,0
1423,13,0
1835,24,0
2038,3,0
1,6,0
1507,13,1
1693,9,1
3,19,1
20,1,0
1815,9,0
1404,9,0
1843,3,0
201,120,0
1625,5,0
928,11,0
927,3,0
2046,5,0
971,50,0
1735,3,0
1735,3,0
616,25,1
872,8,0
1659,2,0
872,26,1
1,56,1
3,5,0
401,10,1
1659,7,0
2076,7,0
721,15,0
723,1,0
428,18,0
1111,19,0
1,1,0
309,6,0
1,5,0
1,25,0
934,3,0
1058,21,0
244,5,0
1423,12,0
2091,2,0
2057,17,0
1747,9,0
788,1,0
479,3,0
390,5,0
479,2,0
872,66,0
1404,3,0
1058,3,0
1815,12,0
2121,3,0
934,11,0
934,9,0
2124,3,0
2119,0,0
375,20,1
1983,25,1
1154,9,1
2119,17,0
932,9,0
848,4,0
1448,1,0
1858,1,0
1448,0,0
870,1,0
2057,16,1
1188,12,0
2169,0,0
546,17,0
479,8,0
851,8,1
2176,7,1
428,4,0
2119,10,0
2119,14,0
1425,75,0
1425,21,0
934,7,0
934,0,0
934,3,0
934,1,0
1445,24,0
1425,26,0
1598,4,0
210,3,0
934,5,0
481,27,0
1234,42,1
181,17,0
375,6,0
1467,59,1
1694,2,0
851,17,0
2230,3,0
1865,11,0
1213,2,0
2232,3,0
1735,4,0
860,34,0
1858,0,0
309,1,0
2174,8,1
1,5,0
872,10,1
923,6,1
1659,5,0
1659,1,0
390,7,1
2243,28,1
850,1,0
1423,2,1
1113,17,1
1901,11,1
1,5,0
428,18,0
1202,22,0
2252,7,1
1151,3,0
2254,0,0
1702,9,1
2259,5,0
2261,0,0
1592,2,0
1592,3,0
181,25,0
1200,8,0
1508,4,0
1058,5,0
2266,3,0
2261,49,0
1747,8,0
181,4,0
2271,5,1
2119,2,0
591,8,0
2119,4,0
55,14,1
2276,11,0
2277,7,0
1507,3,0
1220,25,0
1659,3,0
181,18,1
635,53,1
2281,0,0
1659,12,1
2283,3,0
2010,1,0
1735,1,0
1219,0,0
1448,0,0
1448,1,0
850,9,1
850,7,0
860,68,0
2119,11,0
2250,86,1
1598,6,0
1843,4,0
2294,10,1
1255,4,0
1732,0,0
1702,2,0
1404,13,0
669,1,0
2309,2,0
2119,30,0
1803,1,0
848,32,0
1188,13,0
934,2,0
428,23,0
1058,16,0
2095,8,0
1507,4,0
479,8,0
479,3,0
428,13,0
2320,29,0
428,14,0
2307,2,0
1569,4,0
2329,1,0
1200,31,0
2330,0,0
870,1,0
1533,9,0
850,3,0
1336,5,0
460,17,1
1508,2,0
2294,9,1
1803,1,0
2367,13,1
908,257,1
428,49,1
1390,2,0
367,10,0
1579,3,0
791,10,0
2379,16,1
1702,14,1
1339,11,1
729,17,1
928,51,0
2259,8,0
2389,9,0
2261,17,1
396,4,0
1486,82,1
2379,17,0
2397,0,0
918,9,1
1188,7,0
2399,0,0
2397,1,0
1126,55,0
1126,14,1
1126,4,1
1058,3,0
2404,4,0
554,1,0
1508,3,0
2389,9,0
870,4,0
1425,128,0
1058,1,0
1702,9,0
2416,0,0
2417,32,1
1126,19,0
2379,77,1
721,11,0
1694,0,0
1815,1,0
2431,18,0
2398,9,1
1579,14,0
37,65,0
1404,5,0
2431,34,1
949,9,1
2435,0,0
2444,0,0
2367,13,0
2431,17,0
1423,8,0
1058,8,0
2454,18,1
2460,1,0
823,0,0
1471,9,0
497,2,0
2444,0,0
2444,0,0
1110,2,1
860,9,1
1148,3,0
1666,1,0
1382,8,1
2389,0,0
428,1,0
428,0,0
428,4,0
2329,17,1
37,11,0
721,2,0
1702,25,0
2495,2,0
1628,0,0
2494,4,0
928,3,0
2505,1,0
2505,4,1
635,1,0
428,6,0
1361,0,0
2307,5,0
949,4,0
1582,5,0
2522,5,0
2522,1,0
1126,1,0
2087,12,1
267,12,1
1058,4,0
2239,12,0
1058,2,0
2495,0,0
2530,1,0
1314,8,0
1188,3,0
1995,1,0
428,4,0
1669,1,1
870,6,0
2119,19,1
1759,91,0
12,6,1
2329,19,0
1151,1,0
2547,0,0
2502,1,0
497,35,1
181,38,1
2329,5,0
1486,27,1
2261,2,0
1349,15,0
932,4,0
1914,4,0
1865,35,0
1725,0,0
2397,0,0
2554,4,0
2397,0,0
2397,0,0
2557,1,0
2554,17,0
934,6,0
934,0,0
1803,0,0
1823,19,0
2574,0,0
1659,2,0
428,14,0
428,5,0
181,7,0
934,1,0
695,0,0
1803,4,0
1759,46,0
181,14,0
1869,6,0
934,34,0
1324,21,0
2593,4,0
2595,0,0
2595,0,0
2596,0,0
2598,0,0
2610,0,0
2611,0,0
2612,0,0
2614,0,0
2615,0,0
2617,2,1
2502,6,0
2619,0,0
2620,0,0
2621,0,0
440,3,0
2593,1,0
2623,0,0
2624,0,0
1914,3,0
2626,0,0
2626,0,0
2628,0,0
2626,0,0
2630,1,1
2591,2,0
2591,2,0
1326,0,0
2632,0,0
2634,0,0
2461,1,0
2635,20,1
2635,3,0
721,5,0
2590,0,0
2637,49,1
2645,1,0
2647,3,0
2652,0,0
1093,8,0
2658,1,0
2657,1,0
2665,0,0
1745,5,1
2667,0,0
2668,7,1
2673,10,1
2653,1,0
2677,0,0
2679,3,1
2680,4,0
2684,0,0
2685,0,0
2685,0,0
2685,0,0
2687,5,0
2689,0,0
497,6,0
272,5,0
2692,0,0
2614,1,1
2696,0,0
2696,0,0
2695,1,0
2629,1,1
2658,2,0
2629,3,1
2701,4,1
1745,4,0
2613,0,0
2700,12,0
2702,1,0
1579,17,1
2703,7,0
2703,15,0
1336,8,1
2613,1,0
2613,0,0
1471,1,0
2711,2,0
2671,16,1
2711,4,0
1983,2,1
2613,0,0
2711,0,0
1507,21,0
2720,5,1
2722,1,0
134,6,1
2723,1,0
2727,0,0
2727,0,0
2703,2,0
2728,0,0
2728,0,0
1199,7,0
2187,2,1
2703,1,0
2703,5,1
2732,0,0
2734,2,0
860,17,0
2738,0,0
2737,50,1
1579,3,0
1507,6,0
2725,4,0
2,4,0
2744,1,0
2552,12,0
729,5,0
2749,0,1
2703,3,1
2752,1,0
2703,10,1
2749,2,0
2758,2,0
2703,2,0
2757,0,0
2760,0,0
2757,0,0
2757,1,0
2757,1,0
788,4,0
2653,0,0
2757,2,0
2757,0,0
2757,1,0
2757,0,0
2757,0,0
2764,0,0
2757,1,0
2757,0,0
2757,0,0
1151,0,0
2757,0,0
1983,3,0
2303,0,0
2757,1,1
2552,6,0
2769,0,0
2769,0,0
2769,0,0
2769,0,0
2748,74,1
428,4,0
2767,3,0
2703,13,0
2774,24,0
934,10,0
2762,20,1
2762,88,1
2777,0,0
2597,0,0
2762,3,0
2757,0,0
2757,6,0
2757,2,0
2757,1,0
2483,4,1
2483,1,0
2483,12,0
2757,0,0
2785,1,0
2785,2,0
2762,49,1
2703,4,1
1759,7,0
1669,0,0
1759,24,0
2703,3,0
2790,2,1
2789,19,1
2757,0,0
2774,38,1
2637,16,1
2127,23,1
2695,0,0
2757,0,0
2797,0,0
2797,0,0
2797,0,0
2757,3,0
2725,0,0
1726,1,1
440,7,1
1726,2,0
1726,5,0
2395,2,0
875,11,1
2703,15,1
2395,15,1
2757,3,0
460,11,1
2757,0,0
2804,1,0
2757,5,0
2805,0,0
440,5,0
2805,0,0
860,104,1
2805,0,0
2805,0,0
2797,11,1
2757,6,1
2243,12,1
2757,3,0
2807,0,0
2806,0,0
2757,0,0
2805,0,0
2808,0,0
2805,0,0
2805,0,0
2805,0,0
2809,13,1
2757,0,0
2810,0,1
2810,1,1
2307,49,1
2816,1,0
2818,3,0
2818,0,0
2819,1,1
2820,2,1
2810,3,1
2635,11,1
2819,1,1
2819,4,1
2757,4,0
2819,14,1
2805,0,0
2805,0,0
2703,3,0
2827,9,1
854,4,0
2828,5,1
2828,8,0
2703,15,1
2704,10,1
2757,5,1
37,49,0
2833,4,0
2757,0,0
2497,2,0
272,7,0
2119,52,1
272,3,0
2834,9,1
2836,14,1
546,9,1
2757,2,0
2703,27,1
2841,5,0
2704,6,0
2842,0,0
2637,11,1
2819,9,0
1789,8,1
1726,3,0
2653,0,1
834,3,0
2703,0,1
2114,5,0
2114,7,0
2114,4,1
2703,12,1
2851,0,1
2703,7,0
2703,2,0
2703,2,0
2703,12,1
2852,0,0
2703,17,0
2853,0,0
1318,25,1
2819,42,1
2487,0,0
2787,13,1
2861,4,1
2863,0,0
791,28,1
2866,1,0
1685,18,1
2826,0,0
2870,0,0
2757,10,1
2872,1,0
2873,9,1
2872,5,0
2873,4,1
2098,0,1
2497,7,1
2878,0,1
2753,2,0
2858,0,0
2883,9,0
2703,6,1
2703,9,0
2760,0,0
2703,2,0
2119,1,0
2119,25,1
2889,6,1
791,7,0
2329,19,1
2757,0,0
2892,0,0
2893,23,1
2867,2,1
2894,0,0
311,2,1
2757,2,1
1219,2,1
2098,3,1
2895,2,0
2871,0,0
2502,61,1
2897,1,0
2897,0,0
2897,4,0
2483,32,1
2858,0,0
934,10,0
2703,14,1
2703,6,0
2878,1,0
2757,0,0
2905,1,0
2841,2,0
2723,0,0
2607,1,0
2913,2,0
2918,0,0
2918,0,0
2635,19,0
1983,0,0
2897,2,0
2920,0,0
1288,3,1
2905,4,0
2913,1,0
2929,1,0
2932,0,0
2757,6,1
2797,0,0
2797,2,0
2908,8,1
2936,9,1
2937,1,0
2921,0,0
2921,0,0
2921,0,0
2933,12,1
2782,0,0
2939,0,0
2940,3,0
2887,3,0
2941,2,0
497,14,1
2913,1,0
2797,0,0
2757,3,0
2941,15,1
2816,4,0
2757,1,0
2635,6,1
2703,7,0
447,8,1
2497,8,0
2757,9,0
2497,1,0
2958,62,1
2757,4,0
2962,0,0
2353,22,1
603,1,1
2487,1,0
2913,0,0
2782,4,1
2757,8,0
2121,1,0
2483,36,1
2968,2,0
2836,33,1
2672,1,0
2972,0,0
2973,1,0
2329,9,0
2760,0,0
2978,2,0
2977,4,0
2965,0,0
2965,0,0
2981,1,0
2908,4,0
2859,4,0
2980,8,1
2983,0,0
2782,1,0
272,5,0
2985,23,0
2987,1,0
2986,1,0
2703,23,1
2989,1,0
2757,4,0
1632,11,0
2512,82,1
2995,11,0
2999,1,0
2986,0,0
2965,0,0
2963,2,1
2963,7,1
2703,26,1
2703,3,0
2966,14,1
2977,0,0
2977,0,0
1507,10,0
2991,9,1
2738,2,0
3008,2,0
2757,13,0
3009,0,0
729,10,0
2703,12,1
2261,48,1
